date,returns,sentiment_score_0,sentiment_score_1,sentiment_score_0 (t-1),sentiment_score_1 (t-1),sentiment_score_0 (t-2),sentiment_score_1 (t-2),sentiment_score_0 (t-3),sentiment_score_1 (t-3),sentiment_score_0 (t-4),sentiment_score_1 (t-4),sentiment_score_0 (t-5),sentiment_score_1 (t-5),sentiment_score_0 (t-6),sentiment_score_1 (t-6),returns (t-1),returns (t-2),returns (t-3),returns (t-4),train,train_set
2022-07-18,0.04462854088722601,-0.08952973731397706,-0.13148852103839023,-0.1019871719084138,-0.12962052815743624,-0.11777131140653367,-0.14033928768378134,-0.10441004587402049,-0.13624249551474202,-0.11686463440740145,-0.1555586644928992,-0.11539806488634936,-0.14974308731332137,-0.08737386905987543,-0.15415529271632708,0.04195284945238553,0.005318652608006014,0.0017760329033464917,-0.06852416195036992,1.0,1.0
2022-07-19,-0.019698132514709643,-0.07436126043544437,-0.11221953115904792,-0.08952973731397706,-0.13148852103839023,-0.1019871719084138,-0.12962052815743624,-0.11777131140653367,-0.14033928768378134,-0.10441004587402049,-0.13624249551474202,-0.11686463440740145,-0.1555586644928992,-0.11539806488634936,-0.14974308731332137,0.04462854088722601,0.04195284945238553,0.005318652608006014,0.0017760329033464917,1.0,1.0
2022-07-20,0.007828810020876986,-0.07673897355082762,-0.15015424393684915,-0.07436126043544437,-0.11221953115904792,-0.08952973731397706,-0.13148852103839023,-0.1019871719084138,-0.12962052815743624,-0.11777131140653367,-0.14033928768378134,-0.10441004587402049,-0.13624249551474202,-0.11686463440740145,-0.1555586644928992,-0.019698132514709643,0.04462854088722601,0.04195284945238553,0.005318652608006014,1.0,1.0
2022-07-21,-0.026324874848955626,-0.06138105787924148,-0.14314882584388644,-0.07673897355082762,-0.15015424393684915,-0.07436126043544437,-0.11221953115904792,-0.08952973731397706,-0.13148852103839023,-0.1019871719084138,-0.12962052815743624,-0.11777131140653367,-0.14033928768378134,-0.10441004587402049,-0.13624249551474202,0.007828810020876986,-0.019698132514709643,0.04462854088722601,0.04195284945238553,1.0,1.0
2022-07-22,-0.05354135271695781,-0.057891997486350134,-0.16663259785037268,-0.06138105787924148,-0.14314882584388644,-0.07673897355082762,-0.15015424393684915,-0.07436126043544437,-0.11221953115904792,-0.08952973731397706,-0.13148852103839023,-0.1019871719084138,-0.12962052815743624,-0.11777131140653367,-0.14033928768378134,-0.026324874848955626,0.007828810020876986,-0.019698132514709643,0.04462854088722601,1.0,1.0
2022-07-25,0.013674253067341047,-0.08009675060529121,-0.1809318739079387,-0.057891997486350134,-0.16663259785037268,-0.06138105787924148,-0.14314882584388644,-0.07673897355082762,-0.15015424393684915,-0.07436126043544437,-0.11221953115904792,-0.08952973731397706,-0.13148852103839023,-0.1019871719084138,-0.12962052815743624,-0.05354135271695781,-0.026324874848955626,0.007828810020876986,-0.019698132514709643,1.0,1.0
2022-07-26,-0.00840801995749807,-0.08888451256859131,-0.18979238828744432,-0.08009675060529121,-0.1809318739079387,-0.057891997486350134,-0.16663259785037268,-0.06138105787924148,-0.14314882584388644,-0.07673897355082762,-0.15015424393684915,-0.07436126043544437,-0.11221953115904792,-0.08952973731397706,-0.13148852103839023,0.013674253067341047,-0.05354135271695781,-0.026324874848955626,0.007828810020876986,1.0,1.0
2022-07-27,0.021617592247484163,-0.07026812894926077,-0.1424658892677392,-0.08888451256859131,-0.18979238828744432,-0.08009675060529121,-0.1809318739079387,-0.057891997486350134,-0.16663259785037268,-0.06138105787924148,-0.14314882584388644,-0.07673897355082762,-0.15015424393684915,-0.07436126043544437,-0.11221953115904792,-0.00840801995749807,0.013674253067341047,-0.05354135271695781,-0.026324874848955626,1.0,1.0
2022-07-28,0.00036483035388545915,-0.08082632440938634,-0.1562419417086254,-0.07026812894926077,-0.1424658892677392,-0.08888451256859131,-0.18979238828744432,-0.08009675060529121,-0.1809318739079387,-0.057891997486350134,-0.16663259785037268,-0.06138105787924148,-0.14314882584388644,-0.07673897355082762,-0.15015424393684915,0.021617592247484163,-0.00840801995749807,0.013674253067341047,-0.05354135271695781,1.0,1.0
2022-07-29,0.016684901531728746,-0.0673104724632589,-0.12174300737480206,-0.08082632440938634,-0.1562419417086254,-0.07026812894926077,-0.1424658892677392,-0.08888451256859131,-0.18979238828744432,-0.08009675060529121,-0.1809318739079387,-0.057891997486350134,-0.16663259785037268,-0.06138105787924148,-0.14314882584388644,0.00036483035388545915,0.021617592247484163,-0.00840801995749807,0.013674253067341047,1.0,1.0
2022-08-01,-0.04860550623262494,-0.0406101421247563,-0.1067622461469517,-0.0673104724632589,-0.12174300737480206,-0.08082632440938634,-0.1562419417086254,-0.07026812894926077,-0.1424658892677392,-0.08888451256859131,-0.18979238828744432,-0.08009675060529121,-0.1809318739079387,-0.057891997486350134,-0.16663259785037268,0.016684901531728746,0.00036483035388545915,0.021617592247484163,-0.00840801995749807,1.0,1.0
2022-08-02,0.003958902818361754,-0.01852330126418397,-0.08179095795047527,-0.0406101421247563,-0.1067622461469517,-0.0673104724632589,-0.12174300737480206,-0.08082632440938634,-0.1562419417086254,-0.07026812894926077,-0.1424658892677392,-0.08888451256859131,-0.18979238828744432,-0.08009675060529121,-0.1809318739079387,-0.04860550623262494,0.016684901531728746,0.00036483035388545915,0.021617592247484163,1.0,1.0
2022-08-03,-0.04403342409163469,-0.02597519808256471,-0.09784986334187232,-0.01852330126418397,-0.08179095795047527,-0.0406101421247563,-0.1067622461469517,-0.0673104724632589,-0.12174300737480206,-0.08082632440938634,-0.1562419417086254,-0.07026812894926077,-0.1424658892677392,-0.08888451256859131,-0.18979238828744432,0.003958902818361754,-0.04860550623262494,0.016684901531728746,0.00036483035388545915,1.0,1.0
2022-08-04,-0.03761539972500494,-0.04179344125156721,-0.12345815196130308,-0.02597519808256471,-0.09784986334187232,-0.01852330126418397,-0.08179095795047527,-0.0406101421247563,-0.1067622461469517,-0.0673104724632589,-0.12174300737480206,-0.08082632440938634,-0.1562419417086254,-0.07026812894926077,-0.1424658892677392,-0.04403342409163469,0.003958902818361754,-0.04860550623262494,0.016684901531728746,1.0,1.0
2022-08-05,0.023675885294417887,-0.060040713502378225,-0.14517876807632826,-0.04179344125156721,-0.12345815196130308,-0.02597519808256471,-0.09784986334187232,-0.01852330126418397,-0.08179095795047527,-0.0406101421247563,-0.1067622461469517,-0.0673104724632589,-0.12174300737480206,-0.08082632440938634,-0.1562419417086254,-0.03761539972500494,-0.04403342409163469,0.003958902818361754,-0.04860550623262494,1.0,1.0
2022-08-08,0.031402651779483426,-0.08124266989728199,-0.16806535089137137,-0.060040713502378225,-0.14517876807632826,-0.04179344125156721,-0.12345815196130308,-0.02597519808256471,-0.09784986334187232,-0.01852330126418397,-0.08179095795047527,-0.0406101421247563,-0.1067622461469517,-0.0673104724632589,-0.12174300737480206,0.023675885294417887,-0.03761539972500494,-0.04403342409163469,0.003958902818361754,1.0,1.0
2022-08-09,0.003382949932341006,-0.08762492096976346,-0.2046029716514283,-0.08124266989728199,-0.16806535089137137,-0.060040713502378225,-0.14517876807632826,-0.04179344125156721,-0.12345815196130308,-0.02597519808256471,-0.09784986334187232,-0.01852330126418397,-0.08179095795047527,-0.0406101421247563,-0.1067622461469517,0.031402651779483426,0.023675885294417887,-0.03761539972500494,-0.04403342409163469,1.0,1.0
2022-08-10,0.012041229168673562,-0.10037988965511802,-0.20675950400866325,-0.08762492096976346,-0.2046029716514283,-0.08124266989728199,-0.16806535089137137,-0.060040713502378225,-0.14517876807632826,-0.04179344125156721,-0.12345815196130308,-0.02597519808256471,-0.09784986334187232,-0.01852330126418397,-0.08179095795047527,0.003382949932341006,0.031402651779483426,0.023675885294417887,-0.03761539972500494,1.0,1.0
2022-08-11,0.020274129069103308,-0.08414900384103723,-0.16523805507233374,-0.10037988965511802,-0.20675950400866325,-0.08762492096976346,-0.2046029716514283,-0.08124266989728199,-0.16806535089137137,-0.060040713502378225,-0.14517876807632826,-0.04179344125156721,-0.12345815196130308,-0.02597519808256471,-0.09784986334187232,0.012041229168673562,0.003382949932341006,0.031402651779483426,0.023675885294417887,1.0,1.0
2022-08-12,-0.03255900737009043,-0.09906350445387117,-0.19055083172525242,-0.08414900384103723,-0.16523805507233374,-0.10037988965511802,-0.20675950400866325,-0.08762492096976346,-0.2046029716514283,-0.08124266989728199,-0.16806535089137137,-0.060040713502378225,-0.14517876807632826,-0.04179344125156721,-0.12345815196130308,0.020274129069103308,0.012041229168673562,0.003382949932341006,0.031402651779483426,1.0,1.0
2022-08-15,-0.05255544840887172,-0.08299952348030641,-0.17385871176441423,-0.09906350445387117,-0.19055083172525242,-0.08414900384103723,-0.16523805507233374,-0.10037988965511802,-0.20675950400866325,-0.08762492096976346,-0.2046029716514283,-0.08124266989728199,-0.16806535089137137,-0.060040713502378225,-0.14517876807632826,-0.03255900737009043,0.020274129069103308,0.012041229168673562,0.003382949932341006,1.0,1.0
2022-08-16,-0.029414758269720065,-0.09350423834815728,-0.149091895104362,-0.08299952348030641,-0.17385871176441423,-0.09906350445387117,-0.19055083172525242,-0.08414900384103723,-0.16523805507233374,-0.10037988965511802,-0.20675950400866325,-0.08762492096976346,-0.2046029716514283,-0.08124266989728199,-0.16806535089137137,-0.05255544840887172,-0.03255900737009043,0.020274129069103308,0.012041229168673562,1.0,1.0
2022-08-17,0.019505033557047025,-0.08234286964000584,-0.1278940288033245,-0.09350423834815728,-0.149091895104362,-0.08299952348030641,-0.17385871176441423,-0.09906350445387117,-0.19055083172525242,-0.08414900384103723,-0.16523805507233374,-0.10037988965511802,-0.20675950400866325,-0.08762492096976346,-0.2046029716514283,-0.029414758269720065,-0.05255544840887172,-0.03255900737009043,0.020274129069103308,1.0,1.0
2022-08-18,-0.00894877597202226,-0.07408975983482691,-0.15222072032764025,-0.08234286964000584,-0.1278940288033245,-0.09350423834815728,-0.149091895104362,-0.08299952348030641,-0.17385871176441423,-0.09906350445387117,-0.19055083172525242,-0.08414900384103723,-0.16523805507233374,-0.10037988965511802,-0.20675950400866325,0.019505033557047025,-0.029414758269720065,-0.05255544840887172,-0.03255900737009043,1.0,1.0
2022-08-19,0.0010378827192527584,-0.04558198652018669,-0.1438035641186685,-0.07408975983482691,-0.15222072032764025,-0.08234286964000584,-0.1278940288033245,-0.09350423834815728,-0.149091895104362,-0.08299952348030641,-0.17385871176441423,-0.09906350445387117,-0.19055083172525242,-0.08414900384103723,-0.16523805507233374,-0.00894877597202226,0.019505033557047025,-0.029414758269720065,-0.05255544840887172,1.0,1.0
2022-08-22,-0.014411612234318305,-0.008172771883734942,-0.06023016775724155,-0.04558198652018669,-0.1438035641186685,-0.07408975983482691,-0.15222072032764025,-0.08234286964000584,-0.1278940288033245,-0.09350423834815728,-0.149091895104362,-0.08299952348030641,-0.17385871176441423,-0.09906350445387117,-0.19055083172525242,0.0010378827192527584,-0.00894877597202226,0.019505033557047025,-0.029414758269720065,1.0,1.0
2022-08-23,0.046602146013044354,-0.00738263743104753,-0.05294232703668515,-0.008172771883734942,-0.06023016775724155,-0.04558198652018669,-0.1438035641186685,-0.07408975983482691,-0.15222072032764025,-0.08234286964000584,-0.1278940288033245,-0.09350423834815728,-0.149091895104362,-0.08299952348030641,-0.17385871176441423,-0.014411612234318305,0.0010378827192527584,-0.00894877597202226,0.019505033557047025,1.0,1.0
2022-08-24,0.0038194793446577613,-0.002698486014083731,-0.05987115234414521,-0.00738263743104753,-0.05294232703668515,-0.008172771883734942,-0.06023016775724155,-0.04558198652018669,-0.1438035641186685,-0.07408975983482691,-0.15222072032764025,-0.08234286964000584,-0.1278940288033245,-0.09350423834815728,-0.149091895104362,0.046602146013044354,-0.014411612234318305,0.0010378827192527584,-0.00894877597202226,1.0,1.0
2022-08-25,-0.010613797937318536,-0.011825911417965951,-0.06915288622708733,-0.002698486014083731,-0.05987115234414521,-0.00738263743104753,-0.05294232703668515,-0.008172771883734942,-0.06023016775724155,-0.04558198652018669,-0.1438035641186685,-0.07408975983482691,-0.15222072032764025,-0.08234286964000584,-0.1278940288033245,0.0038194793446577613,0.046602146013044354,-0.014411612234318305,0.0010378827192527584,1.0,1.0
2022-08-26,0.02347940491853051,-0.02845375108711312,-0.06779808625076893,-0.011825911417965951,-0.06915288622708733,-0.002698486014083731,-0.05987115234414521,-0.00738263743104753,-0.05294232703668515,-0.008172771883734942,-0.06023016775724155,-0.04558198652018669,-0.1438035641186685,-0.07408975983482691,-0.15222072032764025,-0.010613797937318536,0.0038194793446577613,0.046602146013044354,-0.014411612234318305,1.0,1.0
2022-08-30,-0.017699990111737285,-0.054475105820146794,-0.1426338933322822,-0.02845375108711312,-0.06779808625076893,-0.011825911417965951,-0.06915288622708733,-0.002698486014083731,-0.05987115234414521,-0.00738263743104753,-0.05294232703668515,-0.008172771883734942,-0.06023016775724155,-0.04558198652018669,-0.1438035641186685,0.02347940491853051,-0.010613797937318536,0.0038194793446577613,0.046602146013044354,1.0,1.0
2022-08-31,-0.028085363398429708,-0.07837565049070479,-0.17400025187669363,-0.054475105820146794,-0.1426338933322822,-0.02845375108711312,-0.06779808625076893,-0.011825911417965951,-0.06915288622708733,-0.002698486014083731,-0.05987115234414521,-0.00738263743104753,-0.05294232703668515,-0.008172771883734942,-0.06023016775724155,-0.017699990111737285,0.02347940491853051,-0.010613797937318536,0.0038194793446577613,1.0,1.0
2022-09-01,-0.04464008285862253,-0.0776215348482646,-0.17126459010894526,-0.07837565049070479,-0.17400025187669363,-0.054475105820146794,-0.1426338933322822,-0.02845375108711312,-0.06779808625076893,-0.011825911417965951,-0.06915288622708733,-0.002698486014083731,-0.05987115234414521,-0.00738263743104753,-0.05294232703668515,-0.028085363398429708,-0.017699990111737285,0.02347940491853051,-0.010613797937318536,1.0,1.0
2022-09-02,0.00921509106678231,-0.08351514451534743,-0.16228956334476,-0.0776215348482646,-0.17126459010894526,-0.07837565049070479,-0.17400025187669363,-0.054475105820146794,-0.1426338933322822,-0.02845375108711312,-0.06779808625076893,-0.011825911417965951,-0.06915288622708733,-0.002698486014083731,-0.05987115234414521,-0.04464008285862253,-0.028085363398429708,-0.017699990111737285,0.02347940491853051,1.0,1.0
2022-09-05,0.012138790417875134,-0.09430330394458926,-0.15505568525071858,-0.08351514451534743,-0.16228956334476,-0.0776215348482646,-0.17126459010894526,-0.07837565049070479,-0.17400025187669363,-0.054475105820146794,-0.1426338933322822,-0.02845375108711312,-0.06779808625076893,-0.011825911417965951,-0.06915288622708733,0.00921509106678231,-0.04464008285862253,-0.028085363398429708,-0.017699990111737285,1.0,1.0
2022-09-06,-0.02961154744215655,-0.09010836854479498,-0.189850997587177,-0.09430330394458926,-0.15505568525071858,-0.08351514451534743,-0.16228956334476,-0.0776215348482646,-0.17126459010894526,-0.07837565049070479,-0.17400025187669363,-0.054475105820146794,-0.1426338933322822,-0.02845375108711312,-0.06779808625076893,0.012138790417875134,0.00921509106678231,-0.04464008285862253,-0.028085363398429708,1.0,1.0
2022-09-07,-0.050311713879470754,-0.07441276643194376,-0.19025904108002847,-0.09010836854479498,-0.189850997587177,-0.09430330394458926,-0.15505568525071858,-0.08351514451534743,-0.16228956334476,-0.0776215348482646,-0.17126459010894526,-0.07837565049070479,-0.17400025187669363,-0.054475105820146794,-0.1426338933322822,-0.02961154744215655,0.012138790417875134,0.00921509106678231,-0.04464008285862253,1.0,1.0
