date,returns,sentiment_score_0,sentiment_score_1,sentiment_score_0 (t-1),sentiment_score_1 (t-1),sentiment_score_0 (t-2),sentiment_score_1 (t-2),sentiment_score_0 (t-3),sentiment_score_1 (t-3),sentiment_score_0 (t-4),sentiment_score_1 (t-4),sentiment_score_0 (t-5),sentiment_score_1 (t-5),sentiment_score_0 (t-6),sentiment_score_1 (t-6),returns (t-1),returns (t-2),returns (t-3),returns (t-4),train,train_set
2022-09-08,0.013359437982264133,-0.06971358574888813,-0.1623711640798875,-0.07441276643194376,-0.19025904108002847,-0.09010836854479498,-0.189850997587177,-0.09430330394458926,-0.15505568525071858,-0.08351514451534743,-0.16228956334476,-0.0776215348482646,-0.17126459010894526,-0.07837565049070479,-0.17400025187669363,-0.050311713879470754,-0.02961154744215655,0.012138790417875134,0.00921509106678231,1.0,1.0
2022-09-09,0.04193658370269371,-0.07395763491242824,-0.19178295007183863,-0.06971358574888813,-0.1623711640798875,-0.07441276643194376,-0.19025904108002847,-0.09010836854479498,-0.189850997587177,-0.09430330394458926,-0.15505568525071858,-0.08351514451534743,-0.16228956334476,-0.0776215348482646,-0.17126459010894526,0.013359437982264133,-0.050311713879470754,-0.02961154744215655,0.012138790417875134,1.0,1.0
2022-09-12,0.019306282722513002,-0.11771927045588058,-0.24132006045978735,-0.07395763491242824,-0.19178295007183863,-0.06971358574888813,-0.1623711640798875,-0.07441276643194376,-0.19025904108002847,-0.09010836854479498,-0.189850997587177,-0.09430330394458926,-0.15505568525071858,-0.08351514451534743,-0.16228956334476,0.04193658370269371,0.013359437982264133,-0.050311713879470754,-0.02961154744215655,1.0,1.0
2022-09-13,-0.01508828250401284,-0.11640346802595088,-0.21861386599786417,-0.11771927045588058,-0.24132006045978735,-0.07395763491242824,-0.19178295007183863,-0.06971358574888813,-0.1623711640798875,-0.07441276643194376,-0.19025904108002847,-0.09010836854479498,-0.189850997587177,-0.09430330394458926,-0.15505568525071858,0.019306282722513002,0.04193658370269371,0.013359437982264133,-0.050311713879470754,1.0,1.0
2022-09-14,0.008583224684919566,-0.10218027839146337,-0.1615962488409918,-0.11640346802595088,-0.21861386599786417,-0.11771927045588058,-0.24132006045978735,-0.07395763491242824,-0.19178295007183863,-0.06971358574888813,-0.1623711640798875,-0.07441276643194376,-0.19025904108002847,-0.09010836854479498,-0.189850997587177,-0.01508828250401284,0.019306282722513002,0.04193658370269371,0.013359437982264133,1.0,1.0
2022-09-15,-0.03824194764623501,-0.11164571497518998,-0.17743339627465732,-0.10218027839146337,-0.1615962488409918,-0.11640346802595088,-0.21861386599786417,-0.11771927045588058,-0.24132006045978735,-0.07395763491242824,-0.19178295007183863,-0.06971358574888813,-0.1623711640798875,-0.07441276643194376,-0.19025904108002847,0.008583224684919566,-0.01508828250401284,0.019306282722513002,0.04193658370269371,1.0,1.0
2022-09-16,0.0016801075268817467,-0.10181148003789602,-0.13671278032623996,-0.11164571497518998,-0.17743339627465732,-0.10218027839146337,-0.1615962488409918,-0.11640346802595088,-0.21861386599786417,-0.11771927045588058,-0.24132006045978735,-0.07395763491242824,-0.19178295007183863,-0.06971358574888813,-0.1623711640798875,-0.03824194764623501,0.008583224684919566,-0.01508828250401284,0.019306282722513002,1.0,1.0
2022-09-20,0.002124566700212327,-0.07413345299381746,-0.0910887662694344,-0.10181148003789602,-0.13671278032623996,-0.11164571497518998,-0.17743339627465732,-0.10218027839146337,-0.1615962488409918,-0.11640346802595088,-0.21861386599786417,-0.11771927045588058,-0.24132006045978735,-0.07395763491242824,-0.19178295007183863,0.0016801075268817467,-0.03824194764623501,0.008583224684919566,-0.01508828250401284,1.0,1.0
2022-09-21,0.0026779736665922815,-0.10041950411434304,-0.14401843045617882,-0.07413345299381746,-0.0910887662694344,-0.10181148003789602,-0.13671278032623996,-0.11164571497518998,-0.17743339627465732,-0.10218027839146337,-0.1615962488409918,-0.11640346802595088,-0.21861386599786417,-0.11771927045588058,-0.24132006045978735,0.002124566700212327,0.0016801075268817467,-0.03824194764623501,0.008583224684919566,1.0,1.0
2022-09-22,0.006009347874471382,-0.08152739605948542,-0.10608239392574016,-0.10041950411434304,-0.14401843045617882,-0.07413345299381746,-0.0910887662694344,-0.10181148003789602,-0.13671278032623996,-0.11164571497518998,-0.17743339627465732,-0.10218027839146337,-0.1615962488409918,-0.11640346802595088,-0.21861386599786417,0.0026779736665922815,0.002124566700212327,0.0016801075268817467,-0.03824194764623501,1.0,1.0
2022-09-23,-0.06758849557522117,-0.09087003233391756,-0.15503238031597746,-0.08152739605948542,-0.10608239392574016,-0.10041950411434304,-0.14401843045617882,-0.07413345299381746,-0.0910887662694344,-0.10181148003789602,-0.13671278032623996,-0.11164571497518998,-0.17743339627465732,-0.10218027839146337,-0.1615962488409918,0.006009347874471382,0.0026779736665922815,0.002124566700212327,0.0016801075268817467,1.0,1.0
2022-09-26,-0.020643018151619508,-0.09921596028489886,-0.18924694512431842,-0.09087003233391756,-0.15503238031597746,-0.08152739605948542,-0.10608239392574016,-0.10041950411434304,-0.14401843045617882,-0.07413345299381746,-0.0910887662694344,-0.10181148003789602,-0.13671278032623996,-0.11164571497518998,-0.17743339627465732,-0.06758849557522117,0.006009347874471382,0.0026779736665922815,0.002124566700212327,1.0,1.0
2022-09-27,0.04142943670502719,-0.09913587413042386,-0.17929717476972495,-0.09921596028489886,-0.18924694512431842,-0.09087003233391756,-0.15503238031597746,-0.08152739605948542,-0.10608239392574016,-0.10041950411434304,-0.14401843045617882,-0.07413345299381746,-0.0910887662694344,-0.10181148003789602,-0.13671278032623996,-0.020643018151619508,-0.06758849557522117,0.006009347874471382,0.0026779736665922815,1.0,1.0
2022-09-28,0.041642433407002466,-0.09676075730766985,-0.18409431160255188,-0.09913587413042386,-0.17929717476972495,-0.09921596028489886,-0.18924694512431842,-0.09087003233391756,-0.15503238031597746,-0.08152739605948542,-0.10608239392574016,-0.10041950411434304,-0.14401843045617882,-0.07413345299381746,-0.0910887662694344,0.04142943670502719,-0.020643018151619508,-0.06758849557522117,0.006009347874471382,1.0,1.0
2022-09-29,-0.0015633724176438157,-0.10388860264530923,-0.21836856696050067,-0.09676075730766985,-0.18409431160255188,-0.09913587413042386,-0.17929717476972495,-0.09921596028489886,-0.18924694512431842,-0.09087003233391756,-0.15503238031597746,-0.08152739605948542,-0.10608239392574016,-0.10041950411434304,-0.14401843045617882,0.041642433407002466,0.04142943670502719,-0.020643018151619508,-0.06758849557522117,1.0,1.0
2022-09-30,-0.005704059948551499,-0.10918162056343057,-0.1942771946229382,-0.10388860264530923,-0.21836856696050067,-0.09676075730766985,-0.18409431160255188,-0.09913587413042386,-0.17929717476972495,-0.09921596028489886,-0.18924694512431842,-0.09087003233391756,-0.15503238031597746,-0.08152739605948542,-0.10608239392574016,-0.0015633724176438157,0.041642433407002466,0.04142943670502719,-0.020643018151619508,1.0,1.0
2022-10-03,0.02002249718785154,-0.07992936074978627,-0.14974924793630953,-0.10918162056343057,-0.1942771946229382,-0.10388860264530923,-0.21836856696050067,-0.09676075730766985,-0.18409431160255188,-0.09913587413042386,-0.17929717476972495,-0.09921596028489886,-0.18924694512431842,-0.09087003233391756,-0.15503238031597746,-0.005704059948551499,-0.0015633724176438157,0.041642433407002466,0.04142943670502719,1.0,1.0
2022-10-04,0.033745037494485874,-0.08490696288009283,-0.11026726754490258,-0.07992936074978627,-0.14974924793630953,-0.10918162056343057,-0.1942771946229382,-0.10388860264530923,-0.21836856696050067,-0.09676075730766985,-0.18409431160255188,-0.09913587413042386,-0.17929717476972495,-0.09921596028489886,-0.18924694512431842,0.02002249718785154,-0.005704059948551499,-0.0015633724176438157,0.041642433407002466,1.0,1.0
2022-10-05,0.006507360785150462,-0.08899245850431838,-0.09292279606070797,-0.08490696288009283,-0.11026726754490258,-0.07992936074978627,-0.14974924793630953,-0.10918162056343057,-0.1942771946229382,-0.10388860264530923,-0.21836856696050067,-0.09676075730766985,-0.18409431160255188,-0.09913587413042386,-0.17929717476972495,0.033745037494485874,0.02002249718785154,-0.005704059948551499,-0.0015633724176438157,1.0,1.0
2022-10-06,0.01377848436671969,-0.09137304704083397,-0.07395311584005902,-0.08899245850431838,-0.09292279606070797,-0.08490696288009283,-0.11026726754490258,-0.07992936074978627,-0.14974924793630953,-0.10918162056343057,-0.1942771946229382,-0.10388860264530923,-0.21836856696050067,-0.09676075730766985,-0.18409431160255188,0.006507360785150462,0.033745037494485874,0.02002249718785154,-0.005704059948551499,1.0,1.0
2022-10-07,0.033768949294302075,-0.07293279870185013,-0.05431538791670363,-0.09137304704083397,-0.07395311584005902,-0.08899245850431838,-0.09292279606070797,-0.08490696288009283,-0.11026726754490258,-0.07992936074978627,-0.14974924793630953,-0.10918162056343057,-0.1942771946229382,-0.10388860264530923,-0.21836856696050067,0.01377848436671969,0.006507360785150462,0.033745037494485874,0.02002249718785154,1.0,1.0
2022-10-10,-0.01769822006472488,-0.08275222642205772,-0.03634199346851752,-0.07293279870185013,-0.05431538791670363,-0.09137304704083397,-0.07395311584005902,-0.08899245850431838,-0.09292279606070797,-0.08490696288009283,-0.11026726754490258,-0.07992936074978627,-0.14974924793630953,-0.10918162056343057,-0.1942771946229382,0.033768949294302075,0.01377848436671969,0.006507360785150462,0.033745037494485874,1.0,1.0
2022-10-11,-0.020179141356944208,-0.07712122187414387,-0.11062664827767954,-0.08275222642205772,-0.03634199346851752,-0.07293279870185013,-0.05431538791670363,-0.09137304704083397,-0.07395311584005902,-0.08899245850431838,-0.09292279606070797,-0.08490696288009283,-0.11026726754490258,-0.07992936074978627,-0.14974924793630953,-0.01769822006472488,0.033768949294302075,0.01377848436671969,0.006507360785150462,1.0,1.0
2022-10-12,-0.018177997268046697,-0.09407284204186275,-0.14576550302618352,-0.07712122187414387,-0.11062664827767954,-0.08275222642205772,-0.03634199346851752,-0.07293279870185013,-0.05431538791670363,-0.09137304704083397,-0.07395311584005902,-0.08899245850431838,-0.09292279606070797,-0.08490696288009283,-0.11026726754490258,-0.020179141356944208,-0.01769822006472488,0.033768949294302075,0.01377848436671969,1.0,1.0
2022-10-13,0.018407534246575263,-0.09657774061757236,-0.1562132518146449,-0.09407284204186275,-0.14576550302618352,-0.07712122187414387,-0.11062664827767954,-0.08275222642205772,-0.03634199346851752,-0.07293279870185013,-0.05431538791670363,-0.09137304704083397,-0.07395311584005902,-0.08899245850431838,-0.09292279606070797,-0.018177997268046697,-0.020179141356944208,-0.01769822006472488,0.033768949294302075,1.0,1.0
2022-10-14,-0.03089533417402268,-0.10451640276621602,-0.15789611975359796,-0.09657774061757236,-0.1562132518146449,-0.09407284204186275,-0.14576550302618352,-0.07712122187414387,-0.11062664827767954,-0.08275222642205772,-0.03634199346851752,-0.07293279870185013,-0.05431538791670363,-0.09137304704083397,-0.07395311584005902,0.018407534246575263,-0.018177997268046697,-0.020179141356944208,-0.01769822006472488,1.0,1.0
2022-10-17,-0.01279548904792882,-0.12420685472211075,-0.21925228437748506,-0.10451640276621602,-0.15789611975359796,-0.09657774061757236,-0.1562132518146449,-0.09407284204186275,-0.14576550302618352,-0.07712122187414387,-0.11062664827767954,-0.08275222642205772,-0.03634199346851752,-0.07293279870185013,-0.05431538791670363,-0.03089533417402268,0.018407534246575263,-0.018177997268046697,-0.020179141356944208,1.0,1.0
2022-10-18,-0.017355008787346304,-0.10629112107297597,-0.1936797982800417,-0.12420685472211075,-0.21925228437748506,-0.10451640276621602,-0.15789611975359796,-0.09657774061757236,-0.1562132518146449,-0.09407284204186275,-0.14576550302618352,-0.07712122187414387,-0.11062664827767954,-0.08275222642205772,-0.03634199346851752,-0.01279548904792882,-0.03089533417402268,0.018407534246575263,-0.018177997268046697,1.0,1.0
2022-10-19,0.021014978761457748,-0.06926338431472479,-0.1702470371227849,-0.10629112107297597,-0.1936797982800417,-0.12420685472211075,-0.21925228437748506,-0.10451640276621602,-0.15789611975359796,-0.09657774061757236,-0.1562132518146449,-0.09407284204186275,-0.14576550302618352,-0.07712122187414387,-0.11062664827767954,-0.017355008787346304,-0.01279548904792882,-0.03089533417402268,0.018407534246575263,1.0,1.0
